notice_id,cluster_id,portal_id,copy_index,is_corrigendum,archetype
N009573,OPP004600,P002,1,False,nodal_a
N009574,OPP004601,P005,0,False,nodal_a
N009575,OPP004602,P240,0,False,shouty
N009576,OPP004603,P094,0,False,plain
N009577,OPP004603,P006,1,False,nodal_b
N009578,OPP004603,P004,2,False,nodal_b
N009579,OPP004603,P116,3,False,shouty
N009580,OPP004603,P001,4,False,nodal_a
N009581,OPP004604,P146,0,False,html_ish
N009582,OPP004605,P001,0,False,nodal_a
N009583,OPP004605,P049,1,False,municipal
N009584,OPP004605,P004,2,False,nodal_b
N009585,OPP004605,P002,3,True,nodal_a
N009586,OPP004606,P094,0,False,plain
N009587,OPP004607,P006,0,False,nodal_b
N009588,OPP004608,P094,0,False,plain
N009589,OPP004609,P001,0,False,nodal_a
N009590,OPP004610,P217,0,False,plain
N009591,OPP004611,P096,0,False,html_ish
N009592,OPP004612,P206,0,False,municipal
N009593,OPP004613,P020,0,False,plain
N009594,OPP004613,P006,1,False,nodal_b
N009595,OPP004613,P136,2,False,html_ish
N009596,OPP004614,P216,0,False,html_ish
N009597,OPP004615,P073,0,False,shouty
N009598,OPP004615,P086,1,False,municipal
N009599,OPP004615,P020,2,True,plain
N009600,OPP004615,P002,3,True,nodal_a
N009601,OPP004615,P001,4,True,nodal_a
N009602,OPP004615,P251,5,False,html_ish
N009603,OPP004615,P057,6,False,municipal
N009604,OPP004615,P094,7,True,plain
N009605,OPP004615,P006,8,False,nodal_b
N009606,OPP004616,P044,0,False,plain
N009607,OPP004616,P003,1,True,nodal_b
N009608,OPP004617,P002,0,False,nodal_a
N009609,OPP004618,P001,0,False,nodal_a
N009610,OPP004618,P054,1,True,plain
N009611,OPP004619,P094,0,False,plain
N009612,OPP004619,P006,1,False,nodal_b
N009613,OPP004619,P241,2,False,plain
N009614,OPP004619,P087,3,True,plain
N009615,OPP004620,P221,0,False,terse
N009616,OPP004621,P227,0,False,plain
N009617,OPP004621,P005,1,True,nodal_a
N009618,OPP004622,P148,0,False,html_ish
N009619,OPP004623,P005,0,False,nodal_a
N009620,OPP004624,P005,0,False,nodal_a
N009621,OPP004624,P094,1,False,plain
N009622,OPP004624,P073,2,True,shouty
N009623,OPP004624,P133,3,True,plain
N009624,OPP004624,P002,4,True,nodal_a
N009625,OPP004624,P006,5,False,nodal_b
N009626,OPP004625,P140,0,False,terse
N009627,OPP004626,P240,0,False,shouty
N009628,OPP004627,P154,0,False,plain
N009629,OPP004628,P092,0,False,plain
N009630,OPP004629,P006,0,False,nodal_b
N009631,OPP004630,P137,0,False,html_ish
N009632,OPP004630,P020,1,False,plain
N009633,OPP004630,P004,2,True,nodal_b
N009634,OPP004631,P001,0,False,nodal_a
N009635,OPP004632,P189,0,False,plain
N009636,OPP004632,P006,1,False,nodal_b
N009637,OPP004633,P056,0,False,html_ish
N009638,OPP004633,P253,1,False,html_ish
N009639,OPP004634,P077,0,False,plain
N009640,OPP004635,P146,0,False,html_ish
N009641,OPP004635,P005,1,False,nodal_a
N009642,OPP004636,P006,0,False,nodal_b
N009643,OPP004637,P094,0,False,plain
N009644,OPP004637,P006,1,False,nodal_b
N009645,OPP004638,P242,0,False,shouty
N009646,OPP004639,P005,0,False,nodal_a
N009647,OPP004640,P013,0,False,terse
N009648,OPP004640,P005,1,False,nodal_a
N009649,OPP004640,P001,2,False,nodal_a
N009650,OPP004641,P005,0,False,nodal_a
N009651,OPP004642,P120,0,False,legacy
N009652,OPP004643,P048,0,False,html_ish
N009653,OPP004643,P232,1,True,plain
N009654,OPP004643,P003,2,False,nodal_b
N009655,OPP004644,P094,0,False,plain
N009656,OPP004644,P216,1,False,html_ish
N009657,OPP004645,P001,0,False,nodal_a
N009658,OPP004646,P094,0,False,plain
N009659,OPP004647,P001,0,False,nodal_a
N009660,OPP004647,P183,1,False,municipal
N009661,OPP004647,P094,2,False,plain
N009662,OPP004647,P002,3,True,nodal_a
N009663,OPP004647,P004,4,False,nodal_b
N009664,OPP004647,P200,5,True,plain
N009665,OPP004648,P003,0,False,nodal_b
N009666,OPP004649,P002,0,False,nodal_a
N009667,OPP004649,P069,1,True,html_ish
N009668,OPP004649,P183,2,False,municipal
N009669,OPP004650,P094,0,False,plain
N009670,OPP004650,P214,1,False,plain
N009671,OPP004650,P014,2,False,html_ish
N009672,OPP004651,P106,0,False,plain
N009673,OPP004651,P006,1,False,nodal_b
N009674,OPP004651,P020,2,False,plain
N009675,OPP004651,P002,3,False,nodal_a
N009676,OPP004651,P004,4,False,nodal_b
N009677,OPP004651,P094,5,False,plain
N009678,OPP004651,P003,6,False,nodal_b
N009679,OPP004651,P005,7,True,nodal_a
N009680,OPP004651,P001,8,True,nodal_a
N009681,OPP004652,P238,0,False,plain
N009682,OPP004653,P240,0,False,shouty
N009683,OPP004654,P002,0,False,nodal_a
N009684,OPP004655,P246,0,False,plain
N009685,OPP004656,P136,0,False,html_ish
N009686,OPP004657,P004,0,False,nodal_b
N009687,OPP004657,P002,1,False,nodal_a
N009688,OPP004657,P144,2,True,municipal
N009689,OPP004658,P004,0,False,nodal_b
N009690,OPP004658,P240,1,False,shouty
N009691,OPP004658,P005,2,False,nodal_a
N009692,OPP004658,P094,3,False,plain
N009693,OPP004658,P026,4,True,municipal
N009694,OPP004658,P002,5,False,nodal_a
N009695,OPP004658,P126,6,True,terse
N009696,OPP004659,P002,0,False,nodal_a
N009697,OPP004660,P005,0,False,nodal_a
N009698,OPP004661,P005,0,False,nodal_a
N009699,OPP004662,P112,0,False,shouty
N009700,OPP004662,P003,1,False,nodal_b
N009701,OPP004662,P196,2,False,html_ish
N009702,OPP004662,P001,3,False,nodal_a
N009703,OPP004662,P002,4,False,nodal_a
N009704,OPP004662,P004,5,True,nodal_b
N009705,OPP004662,P172,6,False,municipal
N009706,OPP004663,P141,0,False,municipal
N009707,OPP004664,P001,0,False,nodal_a
N009708,OPP004665,P153,0,False,terse
N009709,OPP004665,P050,1,False,municipal
N009710,OPP004666,P002,0,False,nodal_a
N009711,OPP004666,P003,1,False,nodal_b
N009712,OPP004666,P094,2,False,plain
N009713,OPP004666,P005,3,False,nodal_a
N009714,OPP004667,P018,0,False,plain
N009715,OPP004668,P005,0,False,nodal_a
N009716,OPP004669,P146,0,False,html_ish
N009717,OPP004670,P002,0,False,nodal_a
N009718,OPP004670,P094,1,True,plain
N009719,OPP004670,P232,2,False,plain
N009720,OPP004670,P096,3,True,html_ish
N009721,OPP004670,P005,4,False,nodal_a
N009722,OPP004671,P202,0,False,legacy
N009723,OPP004671,P006,1,True,nodal_b
N009724,OPP004671,P001,2,False,nodal_a
N009725,OPP004671,P094,3,True,plain
N009726,OPP004671,P240,4,False,shouty
N009727,OPP004672,P002,0,False,nodal_a
N009728,OPP004672,P094,1,False,plain
N009729,OPP004673,P094,0,False,plain
N009730,OPP004673,P042,1,False,plain
N009731,OPP004674,P136,0,False,html_ish
N009732,OPP004674,P094,1,False,plain
N009733,OPP004674,P069,2,True,html_ish
N009734,OPP004675,P069,0,False,html_ish
N009735,OPP004675,P006,1,False,nodal_b
N009736,OPP004675,P094,2,True,plain
N009737,OPP004676,P183,0,False,municipal
N009738,OPP004676,P003,1,True,nodal_b
N009739,OPP004676,P006,2,False,nodal_b
N009740,OPP004676,P035,3,False,plain
N009741,OPP004677,P003,0,False,nodal_b
N009742,OPP004678,P094,0,False,plain
N009743,OPP004678,P116,1,True,shouty
N009744,OPP004678,P003,2,False,nodal_b
N009745,OPP004678,P002,3,False,nodal_a
N009746,OPP004679,P232,0,False,plain
N009747,OPP004680,P146,0,False,html_ish
N009748,OPP004680,P073,1,False,shouty
N009749,OPP004680,P001,2,True,nodal_a
N009750,OPP004680,P003,3,True,nodal_b
N009751,OPP004680,P002,4,False,nodal_a
N009752,OPP004681,P013,0,False,terse
N009753,OPP004682,P240,0,False,shouty
N009754,OPP004682,P094,1,False,plain
N009755,OPP004682,P002,2,True,nodal_a
N009756,OPP004682,P087,3,True,plain
N009757,OPP004682,P001,4,True,nodal_a
N009758,OPP004682,P003,5,False,nodal_b
N009759,OPP004683,P001,0,False,nodal_a
N009760,OPP004683,P006,1,True,nodal_b
N009761,OPP004684,P004,0,False,nodal_b
N009762,OPP004684,P006,1,False,nodal_b
N009763,OPP004685,P005,0,False,nodal_a
N009764,OPP004685,P106,1,False,plain
N009765,OPP004685,P001,2,False,nodal_a
N009766,OPP004685,P003,3,True,nodal_b
N009767,OPP004685,P002,4,False,nodal_a
N009768,OPP004685,P021,5,False,municipal
N009769,OPP004685,P004,6,True,nodal_b
N009770,OPP004685,P136,7,True,html_ish
N009771,OPP004686,P184,0,False,legacy
N009772,OPP004686,P240,1,False,shouty
N009773,OPP004686,P002,2,True,nodal_a
N009774,OPP004686,P001,3,False,nodal_a
N009775,OPP004686,P006,4,False,nodal_b
N009776,OPP004686,P173,5,False,legacy
N009777,OPP004686,P003,6,False,nodal_b
N009778,OPP004687,P228,0,False,html_ish
N009779,OPP004688,P183,0,False,municipal
N009780,OPP004689,P002,0,False,nodal_a
N009781,OPP004690,P240,0,False,shouty
N009782,OPP004691,P206,0,False,municipal
N009783,OPP004692,P004,0,False,nodal_b
N009784,OPP004692,P240,1,False,shouty
N009785,OPP004693,P073,0,False,shouty
N009786,OPP004693,P094,1,True,plain
N009787,OPP004693,P003,2,False,nodal_b
N009788,OPP004693,P246,3,True,plain
N009789,OPP004694,P001,0,False,nodal_a
N009790,OPP004694,P004,1,False,nodal_b
N009791,OPP004694,P207,2,True,plain
N009792,OPP004694,P094,3,True,plain
N009793,OPP004695,P227,0,False,plain
N009794,OPP004695,P199,1,False,plain
N009795,OPP004695,P006,2,False,nodal_b
N009796,OPP004695,P001,3,True,nodal_a
N009797,OPP004696,P216,0,False,html_ish
N009798,OPP004697,P006,0,False,nodal_b
N009799,OPP004697,P094,1,False,plain
N009800,OPP004698,P214,0,False,plain
N009801,OPP004699,P001,0,False,nodal_a
N009802,OPP004699,P004,1,True,nodal_b
N009803,OPP004699,P166,2,True,html_ish
N009804,OPP004700,P004,0,False,nodal_b
N009805,OPP004700,P240,1,True,shouty
N009806,OPP004701,P002,0,False,nodal_a
N009807,OPP004702,P003,0,False,nodal_b
N009808,OPP004703,P002,0,False,nodal_a
N009809,OPP004704,P094,0,False,plain
N009810,OPP004704,P045,1,False,shouty
N009811,OPP004705,P241,0,False,plain
N009812,OPP004705,P094,1,True,plain
N009813,OPP004705,P001,2,False,nodal_a
N009814,OPP004705,P077,3,True,plain
N009815,OPP004706,P003,0,False,nodal_b
N009816,OPP004707,P002,0,False,nodal_a
N009817,OPP004708,P020,0,False,plain
N009818,OPP004708,P002,1,False,nodal_a
N009819,OPP004708,P005,2,True,nodal_a
N009820,OPP004709,P236,0,False,plain
N009821,OPP004710,P044,0,False,plain
N009822,OPP004711,P044,0,False,plain
N009823,OPP004711,P002,1,False,nodal_a
N009824,OPP004712,P009,0,False,shouty
N009825,OPP004713,P006,0,False,nodal_b
N009826,OPP004713,P004,1,True,nodal_b
N009827,OPP004713,P003,2,False,nodal_b
N009828,OPP004714,P057,0,False,municipal
N009829,OPP004715,P001,0,False,nodal_a
N009830,OPP004716,P221,0,False,terse
N009831,OPP004716,P094,1,True,plain
N009832,OPP004717,P094,0,False,plain
N009833,OPP004718,P131,0,False,legacy
N009834,OPP004719,P044,0,False,plain
N009835,OPP004719,P004,1,True,nodal_b
N009836,OPP004720,P014,0,False,html_ish
N009837,OPP004720,P013,1,False,terse
N009838,OPP004720,P070,2,False,municipal
N009839,OPP004721,P001,0,False,nodal_a
N009840,OPP004722,P227,0,False,plain
N009841,OPP004722,P003,1,False,nodal_b
N009842,OPP004723,P005,0,False,nodal_a
N009843,OPP004723,P217,1,False,plain
N009844,OPP004723,P006,2,False,nodal_b
N009845,OPP004724,P001,0,False,nodal_a
N009846,OPP004725,P185,0,False,plain
N009847,OPP004726,P005,0,False,nodal_a
N009848,OPP004726,P002,1,False,nodal_a
N009849,OPP004726,P088,2,True,plain
N009850,OPP004726,P235,3,True,municipal
N009851,OPP004727,P006,0,False,nodal_b
N009852,OPP004727,P013,1,False,terse
N009853,OPP004728,P003,0,False,nodal_b
N009854,OPP004729,P002,0,False,nodal_a
N009855,OPP004729,P094,1,True,plain
N009856,OPP004729,P004,2,True,nodal_b
N009857,OPP004729,P224,3,False,municipal
N009858,OPP004730,P004,0,False,nodal_b
N009859,OPP004730,P002,1,True,nodal_a
N009860,OPP004730,P001,2,True,nodal_a
N009861,OPP004730,P170,3,True,plain
N009862,OPP004731,P004,0,False,nodal_b
N009863,OPP004732,P006,0,False,nodal_b
N009864,OPP004732,P189,1,True,plain
N009865,OPP004732,P088,2,False,plain
N009866,OPP004732,P240,3,True,shouty
N009867,OPP004732,P042,4,True,plain
N009868,OPP004732,P239,5,False,plain
N009869,OPP004732,P057,6,True,municipal
N009870,OPP004733,P094,0,False,plain
N009871,OPP004734,P016,0,False,terse
N009872,OPP004734,P094,1,False,plain
N009873,OPP004735,P196,0,False,html_ish
N009874,OPP004736,P020,0,False,plain
N009875,OPP004737,P190,0,False,html_ish
N009876,OPP004738,P180,0,False,legacy
N009877,OPP004739,P006,0,False,nodal_b
N009878,OPP004740,P094,0,False,plain
N009879,OPP004741,P094,0,False,plain
N009880,OPP004742,P002,0,False,nodal_a
N009881,OPP004742,P006,1,False,nodal_b
N009882,OPP004742,P003,2,True,nodal_b
N009883,OPP004742,P246,3,False,plain
N009884,OPP004742,P004,4,False,nodal_b
N009885,OPP004743,P001,0,False,nodal_a
N009886,OPP004744,P001,0,False,nodal_a
N009887,OPP004744,P006,1,True,nodal_b
N009888,OPP004744,P004,2,True,nodal_b
N009889,OPP004745,P094,0,False,plain
N009890,OPP004745,P191,1,True,plain
N009891,OPP004745,P211,2,False,shouty
N009892,OPP004746,P020,0,False,plain
N009893,OPP004747,P094,0,False,plain
N009894,OPP004748,P004,0,False,nodal_b
N009895,OPP004748,P232,1,False,plain
N009896,OPP004748,P202,2,True,legacy
N009897,OPP004748,P094,3,False,plain
N009898,OPP004749,P200,0,False,plain
N009899,OPP004750,P004,0,False,nodal_b
N009900,OPP004751,P005,0,False,nodal_a
N009901,OPP004752,P006,0,False,nodal_b
N009902,OPP004753,P094,0,False,plain
N009903,OPP004753,P240,1,True,shouty
N009904,OPP004754,P077,0,False,plain
N009905,OPP004755,P126,0,False,terse
N009906,OPP004755,P232,1,True,plain
N009907,OPP004755,P097,2,True,html_ish
N009908,OPP004755,P002,3,True,nodal_a
N009909,OPP004755,P106,4,True,plain
N009910,OPP004755,P094,5,False,plain
N009911,OPP004755,P167,6,False,municipal
N009912,OPP004755,P141,7,True,municipal
N009913,OPP004756,P049,0,False,municipal
N009914,OPP004757,P047,0,False,municipal
N009915,OPP004758,P239,0,False,plain
N009916,OPP004759,P004,0,False,nodal_b
N009917,OPP004760,P097,0,False,html_ish
N009918,OPP004761,P109,0,False,plain
N009919,OPP004762,P044,0,False,plain
N009920,OPP004763,P241,0,False,plain
N009921,OPP004763,P134,1,False,plain
N009922,OPP004763,P006,2,True,nodal_b
N009923,OPP004763,P240,3,True,shouty
N009924,OPP004763,P044,4,True,plain
N009925,OPP004763,P094,5,True,plain
N009926,OPP004763,P253,6,False,html_ish
N009927,OPP004763,P031,7,True,shouty
N009928,OPP004764,P003,0,False,nodal_b
N009929,OPP004764,P039,1,True,plain
N009930,OPP004764,P151,2,False,terse
N009931,OPP004765,P001,0,False,nodal_a
N009932,OPP004766,P020,0,False,plain
N009933,OPP004766,P189,1,True,plain
N009934,OPP004766,P217,2,False,plain
N009935,OPP004766,P175,3,False,plain
N009936,OPP004766,P061,4,True,html_ish
N009937,OPP004767,P094,0,False,plain
N009938,OPP004767,P003,1,False,nodal_b
N009939,OPP004767,P240,2,True,shouty
N009940,OPP004767,P141,3,True,municipal
N009941,OPP004767,P153,4,True,terse
N009942,OPP004767,P002,5,True,nodal_a
N009943,OPP004768,P004,0,False,nodal_b
N009944,OPP004769,P193,0,False,shouty
N009945,OPP004770,P003,0,False,nodal_b
N009946,OPP004771,P232,0,False,plain
N009947,OPP004772,P002,0,False,nodal_a
N009948,OPP004773,P094,0,False,plain
N009949,OPP004773,P006,1,False,nodal_b
N009950,OPP004773,P215,2,True,plain
N009951,OPP004773,P002,3,False,nodal_a
N009952,OPP004773,P202,4,True,legacy
N009953,OPP004773,P180,5,True,legacy
N009954,OPP004773,P061,6,False,html_ish
N009955,OPP004773,P015,7,False,terse
N009956,OPP004773,P008,8,False,terse
N009957,OPP004774,P002,0,False,nodal_a
N009958,OPP004775,P094,0,False,plain
N009959,OPP004775,P066,1,False,terse
N009960,OPP004775,P001,2,False,nodal_a
N009961,OPP004776,P001,0,False,nodal_a
N009962,OPP004777,P002,0,False,nodal_a
N009963,OPP004777,P003,1,False,nodal_b
N009964,OPP004777,P229,2,False,html_ish
N009965,OPP004777,P255,3,False,shouty
N009966,OPP004778,P257,0,False,html_ish
N009967,OPP004779,P020,0,False,plain
N009968,OPP004779,P005,1,False,nodal_a
N009969,OPP004779,P004,2,False,nodal_b
N009970,OPP004779,P094,3,False,plain
N009971,OPP004779,P170,4,True,plain
N009972,OPP004779,P056,5,True,html_ish
N009973,OPP004779,P016,6,False,terse
N009974,OPP004780,P097,0,False,html_ish
N009975,OPP004781,P067,0,False,plain
N009976,OPP004781,P097,1,False,html_ish
N009977,OPP004781,P020,2,False,plain
N009978,OPP004782,P001,0,False,nodal_a
N009979,OPP004782,P003,1,False,nodal_b
N009980,OPP004783,P094,0,False,plain
N009981,OPP004784,P002,0,False,nodal_a
N009982,OPP004784,P004,1,True,nodal_b
N009983,OPP004784,P031,2,False,shouty
N009984,OPP004784,P189,3,True,plain
N009985,OPP004784,P001,4,False,nodal_a
N009986,OPP004784,P240,5,False,shouty
N009987,OPP004784,P006,6,False,nodal_b
N009988,OPP004785,P094,0,False,plain
N009989,OPP004786,P094,0,False,plain
N009990,OPP004786,P006,1,False,nodal_b
N009991,OPP004787,P094,0,False,plain
N009992,OPP004788,P005,0,False,nodal_a
N009993,OPP004788,P199,1,False,plain
N009994,OPP004788,P003,2,False,nodal_b
N009995,OPP004789,P081,0,False,municipal
N009996,OPP004790,P195,0,False,html_ish
N009997,OPP004791,P041,0,False,html_ish
N009998,OPP004792,P151,0,False,terse
N009999,OPP004793,P001,0,False,nodal_a
N010000,OPP004794,P005,0,False,nodal_a
N010001,OPP004795,P002,0,False,nodal_a
N010002,OPP004795,P120,1,True,legacy
N010003,OPP004795,P004,2,True,nodal_b
N010004,OPP004796,P157,0,False,legacy
N010005,OPP004797,P117,0,False,terse
N010006,OPP004798,P094,0,False,plain
N010007,OPP004798,P020,1,True,plain
N010008,OPP004799,P002,0,False,nodal_a
N010009,OPP004800,P260,0,False,plain
N010010,OPP004801,P033,0,False,municipal
N010011,OPP004801,P215,1,True,plain
N010012,OPP004802,P005,0,False,nodal_a
N010013,OPP004803,P228,0,False,html_ish
N010014,OPP004803,P003,1,True,nodal_b
N010015,OPP004803,P259,2,True,municipal
N010016,OPP004804,P001,0,False,nodal_a
N010017,OPP004805,P021,0,False,municipal
N010018,OPP004806,P004,0,False,nodal_b
N010019,OPP004806,P002,1,False,nodal_a
N010020,OPP004806,P008,2,True,terse
N010021,OPP004807,P020,0,False,plain
N010022,OPP004807,P002,1,False,nodal_a
N010023,OPP004808,P240,0,False,shouty
N010024,OPP004808,P094,1,True,plain
N010025,OPP004809,P044,0,False,plain
N010026,OPP004809,P094,1,False,plain
N010027,OPP004809,P002,2,False,nodal_a
N010028,OPP004809,P006,3,False,nodal_b
N010029,OPP004809,P179,4,True,html_ish
N010030,OPP004809,P020,5,True,plain
N010031,OPP004809,P215,6,False,plain
N010032,OPP004809,P200,7,False,plain
N010033,OPP004810,P124,0,False,plain
N010034,OPP004810,P098,1,False,municipal
N010035,OPP004811,P022,0,False,terse
N010036,OPP004812,P094,0,False,plain
N010037,OPP004813,P001,0,False,nodal_a
N010038,OPP004813,P094,1,True,plain
N010039,OPP004813,P004,2,False,nodal_b
N010040,OPP004813,P028,3,True,plain
N010041,OPP004813,P181,4,False,plain
N010042,OPP004813,P003,5,False,nodal_b
N010043,OPP004814,P033,0,False,municipal
N010044,OPP004815,P094,0,False,plain
N010045,OPP004815,P227,1,False,plain
N010046,OPP004816,P182,0,False,plain
N010047,OPP004816,P094,1,False,plain
N010048,OPP004816,P061,2,True,html_ish
N010049,OPP004816,P180,3,False,legacy
N010050,OPP004816,P085,4,False,municipal
N010051,OPP004816,P002,5,True,nodal_a
N010052,OPP004817,P120,0,False,legacy
N010053,OPP004817,P004,1,False,nodal_b
N010054,OPP004817,P094,2,False,plain
N010055,OPP004818,P065,0,False,municipal
N010056,OPP004819,P002,0,False,nodal_a
N010057,OPP004820,P020,0,False,plain
N010058,OPP004820,P003,1,True,nodal_b
N010059,OPP004821,P013,0,False,terse
N010060,OPP004822,P221,0,False,terse
N010061,OPP004822,P006,1,False,nodal_b
N010062,OPP004823,P002,0,False,nodal_a
N010063,OPP004824,P136,0,False,html_ish
N010064,OPP004824,P156,1,True,html_ish
N010065,OPP004824,P240,2,True,shouty
N010066,OPP004824,P140,3,False,terse
N010067,OPP004825,P006,0,False,nodal_b
N010068,OPP004825,P020,1,True,plain
N010069,OPP004826,P003,0,False,nodal_b
N010070,OPP004827,P094,0,False,plain
N010071,OPP004827,P005,1,True,nodal_a
N010072,OPP004827,P044,2,True,plain
N010073,OPP004827,P004,3,True,nodal_b
N010074,OPP004827,P120,4,False,legacy
N010075,OPP004827,P227,5,True,plain
N010076,OPP004827,P142,6,False,terse
N010077,OPP004827,P006,7,True,nodal_b
N010078,OPP004828,P202,0,False,legacy
N010079,OPP004829,P005,0,False,nodal_a
N010080,OPP004830,P088,0,False,plain
N010081,OPP004831,P094,0,False,plain
N010082,OPP004831,P001,1,False,nodal_a
N010083,OPP004832,P002,0,False,nodal_a
N010084,OPP004832,P004,1,False,nodal_b
N010085,OPP004832,P006,2,False,nodal_b
N010086,OPP004832,P074,3,False,plain
N010087,OPP004832,P020,4,False,plain
N010088,OPP004832,P003,5,False,nodal_b
N010089,OPP004833,P094,0,False,plain
N010090,OPP004834,P180,0,False,legacy
N010091,OPP004835,P175,0,False,plain
N010092,OPP004835,P003,1,False,nodal_b
N010093,OPP004836,P005,0,False,nodal_a
N010094,OPP004837,P081,0,False,municipal
N010095,OPP004837,P122,1,False,shouty
N010096,OPP004838,P044,0,False,plain
N010097,OPP004839,P003,0,False,nodal_b
N010098,OPP004839,P088,1,False,plain
N010099,OPP004840,P005,0,False,nodal_a
N010100,OPP004840,P094,1,True,plain
N010101,OPP004840,P001,2,False,nodal_a
N010102,OPP004840,P080,3,False,shouty
N010103,OPP004841,P001,0,False,nodal_a
N010104,OPP004842,P200,0,False,plain
N010105,OPP004843,P005,0,False,nodal_a
N010106,OPP004844,P002,0,False,nodal_a
N010107,OPP004844,P121,1,True,plain
N010108,OPP004845,P003,0,False,nodal_b
N010109,OPP004846,P003,0,False,nodal_b
N010110,OPP004847,P097,0,False,html_ish
N010111,OPP004847,P001,1,False,nodal_a
N010112,OPP004848,P004,0,False,nodal_b
N010113,OPP004848,P223,1,False,plain
N010114,OPP004848,P056,2,True,html_ish
N010115,OPP004848,P202,3,True,legacy
N010116,OPP004848,P010,4,False,plain
N010117,OPP004849,P054,0,False,plain
N010118,OPP004850,P004,0,False,nodal_b
N010119,OPP004850,P003,1,True,nodal_b
N010120,OPP004850,P122,2,True,shouty
N010121,OPP004850,P001,3,True,nodal_a
N010122,OPP004850,P240,4,False,shouty
N010123,OPP004850,P088,5,False,plain
N010124,OPP004850,P006,6,True,nodal_b
N010125,OPP004850,P094,7,False,plain
N010126,OPP004850,P221,8,True,terse
N010127,OPP004851,P006,0,False,nodal_b
N010128,OPP004852,P005,0,False,nodal_a
N010129,OPP004853,P088,0,False,plain
N010130,OPP004854,P004,0,False,nodal_b
N010131,OPP004854,P136,1,False,html_ish
N010132,OPP004854,P094,2,False,plain
N010133,OPP004855,P187,0,False,municipal
N010134,OPP004855,P003,1,True,nodal_b
N010135,OPP004856,P094,0,False,plain
N010136,OPP004856,P023,1,False,plain
N010137,OPP004857,P094,0,False,plain
N010138,OPP004857,P004,1,True,nodal_b
N010139,OPP004857,P014,2,False,html_ish
N010140,OPP004858,P089,0,False,html_ish
N010141,OPP004859,P002,0,False,nodal_a
N010142,OPP004859,P001,1,False,nodal_a
N010143,OPP004860,P094,0,False,plain
N010144,OPP004861,P203,0,False,municipal
N010145,OPP004861,P094,1,False,plain
N010146,OPP004861,P179,2,False,html_ish
N010147,OPP004862,P003,0,False,nodal_b
N010148,OPP004863,P229,0,False,html_ish
N010149,OPP004863,P094,1,False,plain
N010150,OPP004864,P008,0,False,terse
N010151,OPP004865,P003,0,False,nodal_b
N010152,OPP004865,P002,1,False,nodal_a
N010153,OPP004866,P094,0,False,plain
N010154,OPP004867,P215,0,False,plain
N010155,OPP004867,P094,1,False,plain
N010156,OPP004868,P002,0,False,nodal_a
N010157,OPP004868,P091,1,True,municipal
N010158,OPP004868,P088,2,False,plain
N010159,OPP004868,P006,3,True,nodal_b
N010160,OPP004868,P183,4,True,municipal
N010161,OPP004868,P195,5,True,html_ish
N010162,OPP004868,P147,6,False,municipal
N010163,OPP004869,P146,0,False,html_ish
N010164,OPP004869,P159,1,False,plain
N010165,OPP004869,P003,2,True,nodal_b
N010166,OPP004870,P181,0,False,plain
N010167,OPP004871,P227,0,False,plain
N010168,OPP004871,P003,1,False,nodal_b
N010169,OPP004871,P094,2,False,plain
N010170,OPP004872,P002,0,False,nodal_a
N010171,OPP004872,P014,1,True,html_ish
N010172,OPP004873,P001,0,False,nodal_a
N010173,OPP004874,P227,0,False,plain
N010174,OPP004874,P003,1,False,nodal_b
N010175,OPP004875,P001,0,False,nodal_a
N010176,OPP004876,P024,0,False,html_ish
N010177,OPP004876,P005,1,True,nodal_a
N010178,OPP004876,P094,2,False,plain
N010179,OPP004877,P005,0,False,nodal_a
N010180,OPP004878,P209,0,False,terse
N010181,OPP004878,P001,1,False,nodal_a
N010182,OPP004878,P153,2,True,terse
N010183,OPP004879,P002,0,False,nodal_a
N010184,OPP004880,P246,0,False,plain
N010185,OPP004880,P006,1,True,nodal_b
N010186,OPP004881,P003,0,False,nodal_b
N010187,OPP004882,P094,0,False,plain
N010188,OPP004882,P001,1,False,nodal_a
N010189,OPP004882,P240,2,False,shouty
N010190,OPP004883,P094,0,False,plain
N010191,OPP004884,P094,0,False,plain
N010192,OPP004885,P041,0,False,html_ish
N010193,OPP004886,P240,0,False,shouty
N010194,OPP004887,P026,0,False,municipal
N010195,OPP004887,P006,1,True,nodal_b
N010196,OPP004887,P223,2,True,plain
N010197,OPP004888,P102,0,False,plain
N010198,OPP004889,P005,0,False,nodal_a
N010199,OPP004889,P094,1,False,plain
N010200,OPP004890,P001,0,False,nodal_a
N010201,OPP004890,P044,1,True,plain
N010202,OPP004891,P002,0,False,nodal_a
N010203,OPP004892,P129,0,False,municipal
N010204,OPP004893,P094,0,False,plain
N010205,OPP004894,P240,0,False,shouty
N010206,OPP004895,P121,0,False,plain
N010207,OPP004896,P006,0,False,nodal_b
N010208,OPP004897,P084,0,False,terse
N010209,OPP004898,P004,0,False,nodal_b
N010210,OPP004899,P005,0,False,nodal_a
N010211,OPP004900,P002,0,False,nodal_a
N010212,OPP004900,P003,1,True,nodal_b
N010213,OPP004900,P006,2,True,nodal_b
N010214,OPP004900,P005,3,True,nodal_a
N010215,OPP004900,P001,4,False,nodal_a
N010216,OPP004900,P240,5,True,shouty
N010217,OPP004901,P240,0,False,shouty
N010218,OPP004902,P036,0,False,html_ish
N010219,OPP004903,P002,0,False,nodal_a
